Entry,pdb_id,chain,domain,species_collapsed,species,protein_family,broad_function,resolution_A,resolved_len,seqres_len,sequence_length,mw_per_residue,isoelectric_point,charge_at_ph7,acidic_residue_fraction,basic_residue_fraction,gravy,aromaticity,instability_index,proline_fraction,small_residue_fraction,ordered_percent,helix_sheet_contrast,rco,avg_cb_distance,surface_exposure,caliby_score,carp_640M_score,proteinmpnn_score,solublempnn_score,AlkalineMPNN_score,AcidophileMPNN_score,ESM2_15B_pppl_score,esm3_struct_cond_score,esm3_seq_only_score,esmif_score,mif_score,mifst_score,progen2_XL_score,protgpt2_score,soluble_caliby_score,triflow_score
5TW4_1,5TW4,A,Bacteria,Staphylococcus aureus,Staphylococcus aureus,Peptidase S11 family,hydrolase,1.57,359,359,359,111.84963119777156,9.096634101867677,6.931188879349612,0.1002785515320334,0.1364902506963788,-0.5356545961002792,0.0919220055710306,23.627855153203345,0.0389972144846796,0.2952646239554317,0.8690807799442897,-0.0891364902506963,0.1625343691812264,20.220691680908203,0.3008356545961003,2.014205,-1.9482903480529783,-1.310458421707153,-1.3474591970443726,-1.1309627294540403,-1.0896217823028564,-1.303970456123352,-1.302178,-1.771839,-0.7510136256310933,-0.8705968260765076,-1.0100946426391602,-1.6654688588091922,-2.989465910080084,2.014205,-1.048823
5EL0_1,5EL0,A,Bacteria,Brucella ovis,Brucella ovis,Short-chain dehydrogenases/reductases (SDR) family,oxidoreductase,1.85,223,276,223,107.5741475336323,7.208343696594238,0.2809815953037784,0.1076233183856502,0.1300448430493273,-0.079372197309417,0.0672645739910313,40.49506726457399,0.0448430493273542,0.3542600896860987,0.9103139013452914,0.1031390134529148,0.165935413104494,15.838683128356934,0.3004484304932735,2.043059,-1.634960412979126,-1.4404850006103516,-1.5463874340057373,-1.225541591644287,-1.2543613910675049,-1.4809101819992063,-1.221646,-1.450614,-0.8874355025355591,,,-0.9856212256735216,-2.708960289377803,2.043059,-2.667351
2WUG_1,2WUG,A,Bacteria,Mycobacterium tuberculosis,Mycobacterium tuberculosis,AB hydrolase superfamily,hydrolase,1.8,283,291,283,109.4808901060071,8.06694507598877,1.5764318871535217,0.1024734982332155,0.1378091872791519,-0.0678445229681978,0.0954063604240282,22.38268551236749,0.0494699646643109,0.2968197879858657,0.88339222614841,0.0706713780918728,0.1577661304241191,16.405662536621094,0.3003533568904594,2.07238,-1.623360514640808,-1.332983374595642,-1.367194890975952,-1.2269282341003418,-1.2113922834396362,-1.5172960758209229,-1.095995,-1.443853,-0.8933646266115006,-1.0447943210601809,-0.9953380227088928,-0.842790799090382,-2.7673486500662543,2.07238,-1.158647
1FAH_1,1FAH,A,Bacteria,Priestia megaterium,Priestia megaterium,Cytochrome P450 family,oxidoreductase,2.3,455,471,455,114.43951538461543,5.556830024719238,-12.40823223252238,0.1516483516483516,0.1516483516483516,-0.4419780219780209,0.0923076923076923,31.96375824175824,0.0571428571428571,0.2087912087912088,0.8989010989010989,0.265934065934066,0.1714330705118832,21.285341262817383,0.3010989010989011,1.703398,-1.3394819498062134,-1.6263164281845093,-1.6443727016448977,-1.561362624168396,-1.6186233758926392,-0.6918948292732239,-1.249892,-1.487167,-1.2229832911229397,-1.3678799867630005,-1.0282310247421265,-0.968976567865728,-2.4465857872596155,1.703398,-1.53808
8QB1_1,8QB1,A,Bacteria,Tannerella forsythia,Tannerella forsythia,Peptidase S8 family,hydrolase,1.601,88,88,88,111.12666704545444,9.226924705505368,1.7693524394420308,0.0795454545454545,0.1022727272727272,-0.1420454545454545,0.0795454545454545,37.19999999999999,0.0568181818181818,0.3181818181818182,0.931818181818182,-0.7045454545454546,0.2901034151034151,12.62929916381836,0.3068181818181818,1.678211,-1.498568058013916,-1.7657570838928225,-1.7569571733474731,-1.6245880126953125,-1.6027642488479614,-0.4322678744792938,-1.378303,-1.973215,-1.0113560069691052,,,-2.170492345636541,-3.482458634810014,1.678211,-4.436496
5GPP_1,5GPP,A,Bacteria,Escherichia coli,Escherichia coli,Bacterial solute-binding protein 1 family,transport,2.0,461,468,461,109.17709392624748,5.191866874694823,-10.822629102642608,0.140997830802603,0.1258134490238611,-0.2446854663774408,0.0911062906724511,24.095878524945768,0.0477223427331887,0.2971800433839479,0.9587852494577008,0.2733188720173536,0.15041095345181,23.11657333374023,0.2993492407809111,1.951329,-1.275020718574524,-1.062226176261902,-1.201433539390564,-1.1004557609558103,-1.1311620473861694,-0.3897684514522552,-0.703414,-0.682715,-1.4113041346088666,-1.230656385421753,-0.8878664374351501,-0.6286452949176383,-2.490346383117543,1.951329,-1.356928
1ZJR_1,1ZJR,A,Bacteria,Aquifex aeolicus,Aquifex aeolicus,Class IV-like SAM-binding methyltransferase superfamily,transferase,1.85,197,211,197,115.60972690355334,8.967310523986818,4.04570772592713,0.1370558375634517,0.1725888324873096,-0.3213197969543145,0.0913705583756345,32.5467005076142,0.0253807106598984,0.1878172588832487,0.9035532994923858,0.1319796954314721,0.2088123765794798,15.997690200805664,0.299492385786802,1.836087,-1.4936796426773071,-1.543676733970642,-1.5765126943588257,-1.5100339651107788,-1.4843443632125854,-1.2305889129638672,-1.045959,-1.139432,-1.0336669302228745,-1.431348204612732,-1.0911489725112915,-1.790062299234613,-2.816388280258566,1.836087,-2.04375
1PJ6_1,1PJ6,A,Bacteria,Arthrobacter globiformis,Arthrobacter globiformis,GcvT family,oxidoreductase,1.65,828,830,828,108.43159154589458,5.195902442932128,-23.16001915317929,0.1207729468599033,0.109903381642512,-0.1764492753623192,0.0881642512077294,39.53009661835765,0.0543478260869565,0.3393719806763285,0.9106280193236715,-0.1256038647342994,0.0973641395487393,26.818510055541992,0.3007246376811594,2.022636,-1.2407041788101196,-1.3074284791946411,-1.3444558382034302,-1.126650333404541,-1.142187237739563,-0.3841148316860199,-1.101665,-1.314374,-1.9891966299158363,-1.2056677341461182,-0.8443812727928162,-0.5998285265936367,-2.322939960277023,2.022636,-2.175235
3TVA_1,3TVA,A,Bacteria,Planctopirus limnophila,Planctopirus limnophila,Pfam:PF01261,isomerase,2.148,282,290,282,109.32114397163129,5.621853828430175,-8.9790971956838,0.1241134751773049,0.1312056737588652,-0.1684397163120567,0.0709219858156028,31.32517730496453,0.0602836879432624,0.2943262411347517,0.9219858156028368,0.1418439716312056,0.1400582754120254,17.19192123413086,0.301418439716312,1.931123,-1.95353102684021,-1.4245524406433103,-1.4197992086410522,-1.276144027709961,-1.262970209121704,-1.1082135438919067,-1.153534,-1.613247,-0.9534771425504212,-1.0286377668380735,-1.132429599761963,-1.4861928520473182,-3.060644271525931,1.931123,-1.989473
3MFD_1,3MFD,A,Bacteria,Bacillus subtilis,Bacillus subtilis,Peptidase S11 family,hydrolase,1.75,326,334,326,112.53322791411046,8.986715507507324,6.511490093942086,0.1226993865030674,0.1656441717791411,-0.3858895705521477,0.0889570552147239,25.721809815950916,0.0214723926380368,0.2791411042944785,0.9141104294478528,-0.1901840490797546,0.1405649161945578,22.106277465820312,0.3006134969325153,1.972269,-1.3315379619598389,-1.3075133562088013,-1.3864786624908447,-1.153868556022644,-1.1587234735488892,-1.0531938076019287,-1.12877,-1.666378,-0.6998696356463286,-0.9002457857131958,-0.8539052605628967,-1.15919354210602,-2.47455526714676,1.972269,-3.934845
4TWR_1,4TWR,A,Bacteria,Brucella abortus,Brucella abortus,NAD(P)-dependent epimerase/dehydratase family,isomerase,1.9,325,336,325,107.42133569230784,5.6552751541137685,-8.226104799103855,0.1169230769230769,0.123076923076923,-0.0932307692307692,0.0769230769230769,27.360615384615382,0.0461538461538461,0.3323076923076923,0.8953846153846154,-0.0584615384615385,0.1467499553810458,18.248228073120117,0.3015384615384615,2.088814,-1.283206343650818,-1.3041584491729736,-1.3754068613052368,-1.1977471113204956,-1.1832906007766724,-1.0457491874694824,-0.790686,-0.949453,-0.8806575833834135,-1.1173745393753052,-0.884818971157074,-0.9554857459435095,-2.346572265625,2.088814,-1.158676
4FDU_1,4FDU,A,Bacteria,Bacteroides thetaiotaomicron,Bacteroides thetaiotaomicron,Histidine acid phosphatase family,hydrolase,2.293,397,426,397,115.87565869017658,9.329945182800294,11.466869608728617,0.0982367758186398,0.1460957178841309,-0.2952141057934512,0.1209068010075566,48.6577329974811,0.052896725440806,0.2317380352644836,0.9017632241813602,0.3123425692695214,0.2018151074359725,21.103166580200195,0.2997481108312342,1.631295,-2.097855567932129,-1.6791166067123413,-1.7003411054611206,-1.5919852256774902,-1.5688018798828125,-1.5408533811569214,-1.637522,-1.872227,-1.232896319564704,,,-2.3590114026586115,-3.0007637850283375,1.631295,-1.618947
1ECE_1,1ECE,A,Bacteria,Acidothermus cellulolyticus,Acidothermus cellulolyticus,Glycosyl hydrolase 5 (cellulase A) family,hydrolase,2.4,358,358,358,112.3922287709498,4.8661226272583,-10.699973251438037,0.0921787709497206,0.0782122905027933,-0.3329608938547488,0.1368715083798882,35.42405027932959,0.0586592178770949,0.2849162011173184,0.8575418994413408,-0.0977653631284916,0.1698678634336904,18.374420166015625,0.3016759776536313,2.004602,-1.0412228107452393,-1.156476974487305,-1.1745405197143557,-1.2186193466186523,-1.2029340267181396,-0.9601977467536926,-0.791779,-1.007216,-0.7234543954859899,-0.9185369610786438,-0.6675969362258911,-0.604921308975646,-2.1735157886696927,2.004602,-1.089418
3I1A_1,3I1A,A,Bacteria,Legionella pneumophila,Legionella pneumophila,Pfam:PF01636,transferase,1.7,328,339,328,116.316462195122,6.130903816223144,-5.067430606449761,0.1280487804878048,0.149390243902439,-0.4240853658536586,0.1219512195121951,33.586341463414634,0.0335365853658536,0.198170731707317,0.926829268292683,0.1280487804878048,0.1292978403352315,20.88007545471191,0.3018292682926829,1.723654,-1.9501631259918213,-1.7014827728271484,-1.774461269378662,-1.545491099357605,-1.5279983282089231,-1.2913873195648191,-1.471969,-1.889912,-1.1956800135170542,-1.3485358953475952,-1.3212076425552368,-1.7146792528105943,-3.121683632455221,1.723654,-1.6643
7MSP_1,7MSP,A,Bacteria,Bacillus subtilis,Bacillus subtilis,Glycosyltransferase 2 family,transferase,2.1,333,335,333,118.1843561561562,5.260301017761231,-10.637718742550597,0.1621621621621621,0.1501501501501501,-0.3903903903903905,0.1291291291291291,34.770870870870866,0.027027027027027,0.1621621621621621,0.8678678678678678,0.1231231231231231,0.1017383580763862,20.740013122558594,0.3003003003003003,1.767689,-2.030665636062622,-1.5973644256591797,-1.6576805114746094,-1.4975258111953735,-1.5255509614944458,-1.350576877593994,-1.472433,-1.96615,-1.362050832570852,-1.511805534362793,-1.3736443519592283,-2.2984837254246435,-2.982198262715841,1.767689,-1.497953
1NT4_1,1NT4,A,Bacteria,Escherichia coli,Escherichia coli,Histidine acid phosphatase family,hydrolase,2.4,391,391,391,111.23732122762163,5.297360038757325,-8.72959881176839,0.1176470588235294,0.1099744245524296,-0.3992327365728901,0.0895140664961636,43.89616368286444,0.0613810741687979,0.2659846547314578,0.938618925831202,0.0127877237851662,0.1890644379111525,20.090612411499023,0.29923273657289,1.750773,-1.4271961450576782,-1.605449080467224,-1.6196234226226809,-1.5696054697036743,-1.5950881242752075,-0.2355855107307434,-1.499933,-1.783881,-1.1548618014206362,-1.2504791021347046,-1.027388572692871,-1.0925911905820411,-2.992248691256394,1.750773,-1.625901
7B0E_1,7B0E,A,Bacteria,Caulobacter vibrioides,Caulobacter vibrioides,Unclassified,oxidoreductase,1.4,270,291,270,109.31075703703712,4.967864418029785,-9.193946904454677,0.1296296296296296,0.1074074074074074,-0.1525925925925926,0.0777777777777777,36.51296296296296,0.0444444444444444,0.3148148148148148,0.8925925925925926,0.0481481481481481,0.1570346513985805,17.98923683166504,0.3,1.89612,-2.2944977283477783,-1.4441876411437988,-1.49513578414917,-1.2902123928070068,-1.3041976690292358,-1.7680975198745728,-1.458181,-2.012676,-1.0557210286458334,,,-2.5585435655381943,-3.139842845775463,1.89612,-1.19303
3KKZ_1,3KKZ,A,Bacteria,Bacteroides fragilis,Bacteroides fragilis,Pfam:PF13649,transferase,1.677,256,267,256,114.03066406250004,5.074664878845213,-9.791745797643106,0.13671875,0.1171875,-0.2269531250000001,0.1328125,40.87734374999998,0.03515625,0.25,0.8984375,0.1875,0.1745516304347826,17.34732437133789,0.30078125,1.772244,-1.6327451467514038,-1.6199054718017578,-1.6576545238494873,-1.441237211227417,-1.473142147064209,-0.9341027736663818,-1.168714,-1.493272,-0.938121259212494,-1.3952677249908447,-1.1568523645401,-1.1706496477127075,-2.793550968170166,1.772244,-2.722862
5IGT_1,5IGT,A,Bacteria,Escherichia coli,Escherichia coli,Pfam:PF01636,transferase,1.39,300,301,300,110.32093000000016,5.222503089904785,-11.74872786518658,0.14,0.13,0.001,0.0766666666666666,33.37433333333333,0.0466666666666666,0.2933333333333333,0.9433333333333334,0.2233333333333333,0.128755832037325,19.251054763793945,0.3,1.852715,-1.7586067914962769,-1.4851499795913696,-1.48585307598114,-1.2652615308761597,-1.2406474351882937,-0.6561590433120728,-1.274533,-1.690103,-1.0144188435872397,-1.2585972547531128,-1.1643046140670776,-1.704286397298177,-2.7858256022135417,1.852715,-1.361569
7JJ8_1,7JJ8,A,Bacteria,Streptococcus pneumoniae,Streptococcus pneumoniae,Bacterial solute-binding protein 9 family,other,2.03,267,299,267,110.87304419475656,5.0560216903686515,-9.843996949083618,0.1535580524344569,0.1310861423220974,-0.4134831460674161,0.0861423220973782,31.21501872659175,0.0411985018726591,0.2846441947565543,0.9213483146067416,0.2397003745318351,0.1414385863824066,18.487607955932617,0.299625468164794,1.937171,-1.298311710357666,-1.45167076587677,-1.4404926300048828,-1.2668529748916626,-1.2486532926559448,-0.9735230803489684,-1.017307,-1.120118,-0.919305522790116,,,-1.1733323000790028,-2.8377002044563437,1.937171,-1.140427
2XNJ_1,2XNJ,A,Bacteria,Escherichia coli,Escherichia coli,Ferredoxin--NADP reductase type 1 family,oxidoreductase,1.9,255,266,255,111.4718968627452,6.428683280944824,-1.5717986482439414,0.1176470588235294,0.1372549019607843,-0.1862745098039216,0.0745098039215686,27.47886274509803,0.0509803921568627,0.2745098039215686,0.9372549019607844,-0.3647058823529412,0.1499583140342751,17.377532958984375,0.3019607843137254,1.927674,-1.4595321416854858,-1.4251489639282229,-1.4929378032684326,-1.254120945930481,-1.2742986679077148,-0.6443755626678467,-0.994387,-1.199457,-0.7097418093213848,-0.9697127938270568,-0.986526906490326,-0.9967540067784928,-3.1083883846507354,1.927674,-1.176593
5I7P_1,5I7P,A,Bacteria,Escherichia coli,Escherichia coli,FKBP-type PPIase family,chaperone,2.002,155,161,155,111.33109419354837,4.853504371643066,-7.943147397337455,0.1612903225806451,0.1290322580645161,-0.3909677419354839,0.0774193548387096,40.39225806451611,0.0451612903225806,0.232258064516129,0.8838709677419355,-0.5225806451612903,0.3117530052754475,18.191226959228516,0.3032258064516129,2.002992,-1.1467055082321167,-1.404606580734253,-1.370989203453064,-1.2557917833328247,-1.2599050998687744,-0.9791690707206726,-0.94552,-1.023187,-1.078220687373992,-1.2278144359588623,-0.9182915687561036,-1.136132320280998,-2.990415511592742,2.002992,-1.631233
2WRZ_1,2WRZ,A,Bacteria,Escherichia coli,Escherichia coli,Bacterial solute-binding protein 2 family,transport,2.2,299,306,299,108.00462274247492,5.152250099182127,-7.856926637803504,0.1404682274247491,0.1237458193979933,-0.2595317725752509,0.0702341137123745,24.92277591973243,0.0501672240802675,0.3043478260869565,0.9264214046822744,0.1304347826086956,0.148072029751419,19.86324882507324,0.3010033444816054,1.875779,-1.802554965019226,-1.568305253982544,-1.5484533309936523,-1.4538344144821167,-1.467454433441162,-0.6105181574821472,-1.398137,-1.810929,,,,-0.9955834226066054,-3.0399610844742893,1.875779,-1.378089
6H20_1,6H20,A,Bacteria,Mycobacterium tuberculosis,Mycobacterium tuberculosis,Bacterial solute-binding protein 3 family,other,1.4,288,287,288,109.00865798611116,5.0942174911499025,-6.0577471741497995,0.125,0.1111111111111111,-0.0819444444444444,0.0555555555555555,38.52881944444444,0.0868055555555555,0.2743055555555556,0.9270833333333331,-0.0868055555555555,0.2408673822714681,17.876466751098633,0.3020833333333333,2.06265,-1.3811368942260742,-1.2902640104293823,-1.368643045425415,-1.1620054244995115,-1.1175304651260376,-0.7564007043838501,-1.032826,-1.402837,-0.9864894019232856,,,-0.8302804099188911,-2.883231268988715,2.06265,-1.032228
2YWH_1,2YWH,A,Bacteria,Aquifex aeolicus,Aquifex aeolicus,TRAFAC class translation factor GTPase superfamily,ribosomal,2.24,528,600,528,112.38797878787884,5.6125890731811525,-9.64920845302251,0.1477272727272727,0.1458333333333333,-0.1732954545454545,0.0852272727272727,29.04320075757575,0.0606060606060606,0.2234848484848485,0.9318181818181818,-0.3143939393939393,0.0869198143405889,24.489728927612305,0.3011363636363636,2.027865,-1.143057346343994,-1.419871211051941,-1.447739839553833,-1.29123854637146,-1.318867325782776,-1.1380661725997925,-0.827594,-0.920367,-0.9611836057720762,,,-1.1304181416829426,-1.9625056873668325,2.027865,-1.344013
3E23_1,3E23,A,Bacteria,Rhodopseudomonas palustris,Rhodopseudomonas palustris,Pfam:PF08241,transferase,1.6,198,211,198,110.50152676767672,5.298781013488769,-5.869598345683059,0.1464646464646464,0.1363636363636363,-0.325252525252525,0.1111111111111111,36.77333333333333,0.0404040404040404,0.3282828282828283,0.9292929292929292,-0.1414141414141414,0.1644760861628331,15.020529747009276,0.303030303030303,1.960216,-1.5658550262451172,-1.4114450216293335,-1.45489501953125,-1.2990710735321045,-1.3242212533950806,-1.2845827341079712,-1.185809,-1.383337,-0.9638734297318892,-1.1136137247085571,-1.12630033493042,-1.4682805225102589,-3.1639570756392046,1.960216,-2.614495
3TZZ_1,3TZZ,A,Bacteria,Mycobacterium tuberculosis,Mycobacterium tuberculosis,Pfam:PF00698,lyase,2.49,463,491,463,107.69554751619891,5.419734382629394,-14.870865351153412,0.1231101511879049,0.120950323974082,-0.0542116630669546,0.0691144708423326,35.08142548596112,0.0496760259179265,0.3347732181425485,0.956803455723542,0.1403887688984881,0.1539976886379943,22.259654998779297,0.3002159827213823,1.962585,-1.5957326889038086,-1.4631632566452026,-1.4675946235656738,-1.4034582376480105,-1.4394522905349731,-0.3445336818695068,-1.484236,-1.923609,-1.0977953257879995,-1.2020446062088013,-1.0324651002883911,-0.6016368495207883,-2.84537725263229,1.962585,-1.310257
2CB9_1,2CB9,A,Bacteria,Bacillus subtilis,Bacillus subtilis,ATP-dependent AMP-binding enzyme family,ligase,1.8,212,244,212,112.46043018867928,4.842818641662597,-12.079703054286496,0.1415094339622641,0.1084905660377358,-0.2764150943396228,0.1132075471698113,42.054716981132074,0.0235849056603773,0.2547169811320754,0.929245283018868,-0.0424528301886792,0.1597167950578691,15.708983421325684,0.3018867924528302,1.878992,-1.9160091876983645,-1.5360532999038696,-1.4974491596221924,-1.347568392753601,-1.3849660158157349,-1.7233108282089231,-1.586113,-2.086401,-1.181723324757702,,,-2.1606833979768574,-3.352865543005602,1.878992,-1.920023
8OK3_1,8OK3,A,Bacteria,Bdellovibrio bacteriovorus,Bdellovibrio bacteriovorus,Unclassified,other,1.5,121,125,121,107.06035785123956,6.284994316101075,-0.964187111721543,0.0578512396694214,0.0743801652892562,-0.0909090909090908,0.1239669421487603,33.577768595041306,0.0330578512396694,0.4380165289256198,0.9504132231404958,-0.7851239669421488,0.4404487131759859,14.049064636230469,0.2975206611570248,1.852698,-2.5409116744995117,-1.494877576828003,-1.6249282360076904,-1.3487861156463623,-1.3694416284561155,-2.313203811645508,-1.587693,-2.205918,-0.9645626604064436,-1.3074079751968384,-1.439428210258484,-2.886650148502066,-3.789627453512397,1.852698,-1.366289
1JL3_1,1JL3,A,Bacteria,Bacillus subtilis,Bacillus subtilis,Low molecular weight phosphotyrosine protein phosphatase family,oxidoreductase,1.6,137,139,137,111.93444671532838,5.0384016036987305,-5.98778334178639,0.1605839416058394,0.1386861313868613,-0.5649635036496353,0.0875912408759124,26.499270072992687,0.0364963503649635,0.2627737226277372,0.9635036496350364,0.0,0.2296532846715328,13.448480606079102,0.2992700729927007,1.885435,-1.107455134391785,-1.4872851371765137,-1.600792646408081,-1.30648934841156,-1.382521152496338,-0.5857853293418884,-0.855112,-0.924196,-0.8743840238473711,-1.2362823486328125,-0.8324439525604248,-0.6185887468992358,-2.2991466661439324,1.885435,-1.485471
2Q02_1,2Q02,A,Bacteria,Salmonella typhimurium,Salmonella typhimurium,Pfam:PF01261,other,2.4,272,272,272,113.35948161764712,5.139575004577636,-8.840843025516595,0.1433823529411764,0.125,-0.2095588235294116,0.0808823529411764,45.81838235294117,0.0367647058823529,0.2316176470588235,0.8602941176470589,0.088235294117647,0.1411775983399494,17.077220916748047,0.3014705882352941,1.941325,-1.9809097051620483,-1.45380961894989,-1.4504201412200928,-1.3138079643249512,-1.2935127019882202,-1.0796993970870972,-1.278157,-1.776616,-0.906675002154182,-1.0172500610351562,-1.114032745361328,-1.481665667365579,-3.231230343089384,1.941325,-2.576416
4LEF_1,4LEF,A,Bacteria,Escherichia coli,Escherichia coli,Metallo-dependent hydrolases superfamily,hydrolase,1.842,291,292,291,112.6593147766325,5.250013160705565,-11.656551803631295,0.1305841924398625,0.1237113402061855,-0.2429553264604813,0.0824742268041237,35.614089347079045,0.0240549828178694,0.2577319587628865,0.872852233676976,0.1718213058419244,0.1474712534103238,16.93789291381836,0.2989690721649484,2.094167,-1.399372935295105,-1.345850944519043,-1.323763132095337,-1.162008285522461,-1.1312808990478516,-0.4875740110874176,-1.048757,-1.25203,-0.7347539003772015,-0.8800784945487976,-0.8383013010025024,-0.8611002918780875,-2.826584439097401,2.094167,-0.971392
5EXI_1,5EXI,A,Bacteria,Mycobacterium tuberculosis,Mycobacterium tuberculosis,Radical SAM superfamily,transferase,2.28,278,331,278,111.12095035971232,6.193483543395996,-1.8884323108779029,0.1438848920863309,0.1510791366906474,-0.3258992805755401,0.0755395683453237,44.228776978417265,0.0539568345323741,0.2913669064748201,0.9136690647482016,0.1438848920863309,0.1161348866526114,17.119503021240234,0.302158273381295,1.764658,-1.2064708471298218,-1.519321084022522,-1.5220060348510742,-1.4595459699630735,-1.4085094928741455,-0.7510802745819092,-1.050634,-1.203237,-1.0523383051371402,-1.452195405960083,-1.005400776863098,-0.6699389999718974,-2.7655578174179407,1.764658,-1.393194
3EXQ_1,3EXQ,A,Bacteria,Levilactobacillus brevis,Levilactobacillus brevis,Nudix hydrolase family,hydrolase,2.0,159,161,159,110.72658113207544,5.660220146179199,-6.445737333680814,0.1257861635220125,0.1383647798742138,-0.2930817610062892,0.0754716981132075,19.705031446540872,0.0440251572327044,0.3144654088050314,0.8805031446540881,-0.440251572327044,0.231784015953367,15.466592788696287,0.3018867924528302,1.763516,-2.077134132385254,-1.637791872024536,-1.6545976400375366,-1.5877256393432615,-1.6038603782653809,-1.8017008304595947,-1.520781,-1.882116,-1.378251945447622,-1.2682658433914185,-1.2994098663330078,-2.1959357111708924,-3.382761061566431,1.763516,-2.79799
2FSR_1,2FSR,A,Bacteria,Agrobacterium fabrum),Agrobacterium fabrum),Pfam:PF13302,other,1.52,171,195,171,111.15908888888887,5.289857292175292,-6.7029528531340965,0.1228070175438596,0.1169590643274853,-0.250877192982456,0.1169590643274853,36.3298245614035,0.0760233918128654,0.2982456140350877,0.9239766081871345,-0.1520467836257309,0.1323510086076614,15.444184303283691,0.2982456140350877,1.789433,-1.7093830108642578,-1.5292242765426636,-1.5608638525009155,-1.4492933750152588,-1.4554729461669922,-0.8735792636871338,-1.362363,-1.728148,-0.8258963244700293,,,-1.1397116142406798,-3.1660805863943713,1.789433,-2.803134
1YZF_1,1YZF,A,Bacteria,Enterococcus faecalis,Enterococcus faecalis,Pfam:PF13472,hydrolase,1.9,195,195,195,110.10011128205124,5.082110786437987,-7.192868017815368,0.1538461538461538,0.1333333333333333,-0.0487179487179486,0.0564102564102564,38.902564102564085,0.0512820512820512,0.2461538461538461,0.9230769230769232,0.3076923076923077,0.1920736248537078,15.062280654907228,0.3025641025641025,1.953093,-1.7160991430282593,-1.38571298122406,-1.423727035522461,-1.2892853021621704,-1.250945210456848,-1.3911092281341553,-1.232766,-1.586538,-0.8576541215945512,-0.9517293572425842,-1.0837866067886353,-1.930127422626202,-2.976118664863782,1.953093,-1.677895
1B4V_1,1B4V,A,Bacteria,Streptomyces sp.,Streptomyces sp.,GMC oxidoreductase family,oxidoreductase,1.5,498,504,498,109.1722516064258,6.68707332611084,-0.7100387303005249,0.1024096385542168,0.1124497991967871,-0.2526104417670688,0.1004016064257028,30.62269076305219,0.0441767068273092,0.3172690763052209,0.891566265060241,-0.2650602409638554,0.1888123924268502,20.80289077758789,0.3012048192771084,1.931973,-1.8620402812957764,-1.398942947387695,-1.415027737617493,-1.2643922567367554,-1.229740858078003,-1.0426530838012695,-1.346976,-1.677761,-0.9956810886122616,-1.3895573616027832,-1.1635828018188477,-0.7227645935303715,-2.7337011620701555,1.931973,-1.229672
4Z0T_1,4Z0T,A,Bacteria,Brucella ovis,Brucella ovis,Short-chain dehydrogenases/reductases (SDR) family,oxidoreductase,1.5,244,254,244,108.30877090163932,8.54355983734131,2.2168651427371664,0.1188524590163934,0.1475409836065573,-0.0061475409836065,0.0491803278688524,31.999590163934418,0.0450819672131147,0.319672131147541,0.9139344262295082,0.0450819672131147,0.1412095418242959,16.360645294189453,0.2991803278688524,2.180894,-1.467482566833496,-1.4224177598953247,-1.4488312005996704,-1.2710886001586914,-1.23327374458313,-1.1341044902801514,-0.884473,-0.970081,-0.7352688273445505,-0.9291216135025024,-0.9176368713378906,-0.6789586426781826,-2.700683093461834,2.180894,-1.067804
2DYK_1,2DYK,A,Bacteria,Thermus thermophilus,Thermus thermophilus,TRAFAC class TrmE-Era-EngA-EngB-Septin-like GTPase superfamily,GTPase,1.96,150,161,150,112.62785666666666,5.971413612365722,-2.2007304636414773,0.1733333333333333,0.1799999999999999,-0.38,0.0733333333333333,23.260666666666665,0.0466666666666666,0.2266666666666666,0.84,-0.0666666666666666,0.1976666666666666,13.656842231750488,0.3,2.268954,-1.7091121673583984,-1.2487926483154297,-1.2469638586044312,-1.2117611169815063,-1.250878930091858,-1.5376543998718262,-0.887489,-1.271258,-0.7891223653157552,,,-1.7485595703125,-2.8175543212890624,2.268954,-1.506579
2RJO_1,2RJO,A,Bacteria,Paraburkholderia phytofirmans,Paraburkholderia phytofirmans,Bacterial solute-binding protein 2 family,other,2.05,322,332,322,107.4009164596273,8.599067115783694,2.9265682301291314,0.093167701863354,0.108695652173913,-0.0866459627329191,0.093167701863354,29.881987577639755,0.0496894409937888,0.3354037267080745,0.922360248447205,0.2701863354037267,0.153826945126369,18.697538375854492,0.3012422360248447,1.869757,-1.8330451250076296,-1.442413091659546,-1.5135987997055054,-1.4830049276351929,-1.4158469438552856,-1.1401656866073608,-1.410217,-2.034839,-1.0544607979910714,-1.1693308353424072,-1.202615737915039,-1.6789975373641304,-3.0648758218895575,1.869757,-2.704732
1IQR_1,1IQR,A,Bacteria,Thermus thermophilus,Thermus thermophilus,DNA photolyase class-1 family,lyase,2.1,415,420,415,114.14862819277124,9.257933998107909,6.890680388499959,0.1301204819277108,0.1734939759036144,-0.4812048192771081,0.108433734939759,48.3913253012048,0.1060240963855421,0.236144578313253,0.8963855421686747,0.2987951807228916,0.1304352312891824,21.34297752380371,0.3012048192771084,2.215206,-1.3841960430145264,-1.264264702796936,-1.2630276679992676,-1.2092009782791138,-1.1814804077148438,-0.7413103580474854,-0.884342,-1.226448,-0.8505827019013554,-1.029621124267578,-0.8475637435913086,-1.3751254529838102,-2.390990916792169,2.215206,-1.080858
